"id","file","taxon","input_data","modelling_method","output_type","future_projections","uncertainty_type","model_performance","model_performance_measure","xmin","xmax","ymin","ymax","x_resolution","y_resolution","spatial_units","crs","repo","data_usage_notes","licence","reference","citation"
"Fa2020-Notocidaris_gaussensis","Fa2020-Notocidaris_gaussensis_cog.tif","Notocidaris gaussensis","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.576","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Notocidaris_mortenseni","Fa2020-Notocidaris_mortenseni_cog.tif","Notocidaris mortenseni","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.575","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Notocidaris_platyacantha","Fa2020-Notocidaris_platyacantha_cog.tif","Notocidaris platyacantha","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.614","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_huttoni","Fa2020-Pseudechinus_huttoni_cog.tif","Pseudechinus huttoni","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.66","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_magellanicus","Fa2020-Pseudechinus_magellanicus_cog.tif","Pseudechinus magellanicus","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.655","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_marionis","Fa2020-Pseudechinus_marionis_cog.tif","Pseudechinus marionis","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.784","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_novaezealandiae","Fa2020-Pseudechinus_novaezealandiae_cog.tif","Pseudechinus novaezealandiae","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.767","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Rhynchocidaris_triplopora","Fa2020-Rhynchocidaris_triplopora_cog.tif","Rhynchocidaris triplopora","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.664","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Sterechinus_dentifer","Fa2020-Sterechinus_dentifer_cog.tif","Sterechinus dentifer","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.61","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Sterechinus_diadema","Fa2020-Sterechinus_diadema_cog.tif","Sterechinus diadema","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.702","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Sterechinus_neumayeri","Fa2020-Sterechinus_neumayeri_cog.tif","Sterechinus neumayeri","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.521","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Schizocosmus_abatoides","Fa2020-Schizocosmus_abatoides_cog.tif","Schizocosmus abatoides","occurrences","random forest","habitat suitability",FALSE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.598","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_cavernosus-RCP45","Fa2020-Abatus_cavernosus-RCP45_cog.tif","Abatus cavernosus","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.667","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_cordatus-RCP45","Fa2020-Abatus_cordatus-RCP45_cog.tif","Abatus cordatus","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.731","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_curvidens-RCP45","Fa2020-Abatus_curvidens-RCP45_cog.tif","Abatus curvidens","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.494","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_koehleri-RCP45","Fa2020-Abatus_koehleri-RCP45_cog.tif","Abatus koehleri","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.645","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_ingens-RCP45","Fa2020-Abatus_ingens-RCP45_cog.tif","Abatus ingens","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.625","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_Pseudabatus_nimrodi-RCP45","Fa2020-Abatus_Pseudabatus_nimrodi-RCP45_cog.tif","Abatus (Pseudabatus) nimrodi","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.627","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_philippii-RCP45","Fa2020-Abatus_philippii-RCP45_cog.tif","Abatus philippii","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.495","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Abatus_shackletoni-RCP45","Fa2020-Abatus_shackletoni-RCP45_cog.tif","Abatus shackletoni","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.654","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Amphipneustes_lorioli-RCP45","Fa2020-Amphipneustes_lorioli-RCP45_cog.tif","Amphipneustes lorioli","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.55","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Amphipneustes_rostratus-RCP45","Fa2020-Amphipneustes_rostratus-RCP45_cog.tif","Amphipneustes rostratus","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.629","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Amphipneustes_similis-RCP45","Fa2020-Amphipneustes_similis-RCP45_cog.tif","Amphipneustes similis","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.532","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Antrechinus_mortenseni-RCP45","Fa2020-Antrechinus_mortenseni-RCP45_cog.tif","Antrechinus mortenseni","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.727","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Antrechinus_nordenskjoldi-RCP45","Fa2020-Antrechinus_nordenskjoldi-RCP45_cog.tif","Antrechinus nordenskjoldi","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.522","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Apatopygus_recens-RCP45","Fa2020-Apatopygus_recens-RCP45_cog.tif","Apatopygus recens","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.71","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Arbacia_dufresnii-RCP45","Fa2020-Arbacia_dufresnii-RCP45_cog.tif","Arbacia dufresnii","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.687","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Austrocidaris_canaliculata-RCP45","Fa2020-Austrocidaris_canaliculata-RCP45_cog.tif","Austrocidaris canaliculata","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.637","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Brachysternaster_chesheri-RCP45","Fa2020-Brachysternaster_chesheri-RCP45_cog.tif","Brachysternaster chesheri","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.645","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Brisaster_antarcticus-RCP45","Fa2020-Brisaster_antarcticus-RCP45_cog.tif","Brisaster antarcticus","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.731","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Ctenocidaris_geliberti-RCP45","Fa2020-Ctenocidaris_geliberti-RCP45_cog.tif","Ctenocidaris geliberti","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.595","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Homalocidaris_gigantea-RCP45","Fa2020-Homalocidaris_gigantea-RCP45_cog.tif","Homalocidaris gigantea","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.639","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Ctenocidaris_Eurocidaris_nutrix-RCP45","Fa2020-Ctenocidaris_Eurocidaris_nutrix-RCP45_cog.tif","Ctenocidaris (Eurocidaris) nutrix","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.606","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Ctenocidaris_perrieri-RCP45","Fa2020-Ctenocidaris_perrieri-RCP45_cog.tif","Ctenocidaris perrieri","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.676","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Ctenocidaris_rugosa-RCP45","Fa2020-Ctenocidaris_rugosa-RCP45_cog.tif","Ctenocidaris rugosa","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.661","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Ctenocidaris_speciosa-RCP45","Fa2020-Ctenocidaris_speciosa-RCP45_cog.tif","Ctenocidaris speciosa","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.613","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Ctenocidaris_spinosa-RCP45","Fa2020-Ctenocidaris_spinosa-RCP45_cog.tif","Ctenocidaris spinosa","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.664","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Dermechinus_horridus-RCP45","Fa2020-Dermechinus_horridus-RCP45_cog.tif","Dermechinus horridus","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.635","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Goniocidaris_Aspidocidaris_parasol-RCP45","Fa2020-Goniocidaris_Aspidocidaris_parasol-RCP45_cog.tif","Goniocidaris (Aspidocidaris) parasol","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.731","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Goniocidaris_Goniocidaris_umbraculum-RCP45","Fa2020-Goniocidaris_Goniocidaris_umbraculum-RCP45_cog.tif","Goniocidaris (Goniocidaris) umbraculum","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.583","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Hygrosoma_luculentum-RCP45","Fa2020-Hygrosoma_luculentum-RCP45_cog.tif","Hygrosoma luculentum","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.7","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Notocidaris_gaussensis-RCP45","Fa2020-Notocidaris_gaussensis-RCP45_cog.tif","Notocidaris gaussensis","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.576","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Notocidaris_mortenseni-RCP45","Fa2020-Notocidaris_mortenseni-RCP45_cog.tif","Notocidaris mortenseni","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.575","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Notocidaris_platyacantha-RCP45","Fa2020-Notocidaris_platyacantha-RCP45_cog.tif","Notocidaris platyacantha","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.614","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_huttoni-RCP45","Fa2020-Pseudechinus_huttoni-RCP45_cog.tif","Pseudechinus huttoni","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.662","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_magellanicus-RCP45","Fa2020-Pseudechinus_magellanicus-RCP45_cog.tif","Pseudechinus magellanicus","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.655","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_marionis-RCP45","Fa2020-Pseudechinus_marionis-RCP45_cog.tif","Pseudechinus marionis","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.785","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Pseudechinus_novaezealandiae-RCP45","Fa2020-Pseudechinus_novaezealandiae-RCP45_cog.tif","Pseudechinus novaezealandiae","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.767","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
"Fa2020-Rhynchocidaris_triplopora-RCP45","Fa2020-Rhynchocidaris_triplopora-RCP45_cog.tif","Rhynchocidaris triplopora","occurrences","random forest","habitat suitability",TRUE,,,,-180,179.9,-78,-45,0.1,0.1,"degrees","EPSG:4326",,"The binary map was generated using a threshold of 0.664","CC-BY 4.0","Fabri-Ruiz S, Danis B, Navarro N, Koubbi P, Laffont R, Saucède T (2020) Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change. 10.1111/gcb.14988","See reference"
